date,count
2020-02,1096.27
2020-03,1098.59
2020-04,1096.39
2020-05,1091.32
2020-06,1087.07
2020-07,1084.63
2020-08,1084.04
2020-09,1083.21
2020-10,1081.88
2020-11,1081.07
2020-12,1083.72
2021-01,1085.95
2021-02,1087.26
2021-03,1084.39
2021-04,1079.30
2021-05,1073.50
2021-06,1068.77
2021-07,1067.65
2021-08,1067.96
2021-09,1067.68
2021-10,1066.77
2021-11,1064.97
2021-12,1066.39
2022-01,1067.09
2022-02,1066.78
2022-03,1061.49
2022-04,1054.69
