county,state,date,count
"Los Angeles County ","CA",2020-02-02,14
"Los Angeles County ","CA",2020-02-03,15
"Los Angeles County ","CA",2020-02-04,17
"Los Angeles County ","CA",2020-02-05,17
"Los Angeles County ","CA",2020-02-06,18
"Los Angeles County ","CA",2020-02-07,18
"Los Angeles County ","CA",2020-02-08,20
"Los Angeles County ","CA",2020-02-09,21
"Los Angeles County ","CA",2020-02-10,25
"Los Angeles County ","CA",2020-02-11,28
"Los Angeles County ","CA",2020-02-12,30
"Los Angeles County ","CA",2020-02-13,31
"Los Angeles County ","CA",2020-02-14,33
"Los Angeles County ","CA",2020-02-15,38
"Los Angeles County ","CA",2020-02-16,43
"Los Angeles County ","CA",2020-02-17,46
"Los Angeles County ","CA",2020-02-18,53
"Los Angeles County ","CA",2020-02-19,56
"Los Angeles County ","CA",2020-02-20,59
"Los Angeles County ","CA",2020-02-21,65
"Los Angeles County ","CA",2020-02-22,67
"Los Angeles County ","CA",2020-02-23,69
"Los Angeles County ","CA",2020-02-24,71
"Los Angeles County ","CA",2020-02-25,80
"Los Angeles County ","CA",2020-02-26,86
"Los Angeles County ","CA",2020-02-27,101
"Los Angeles County ","CA",2020-02-28,107
"Los Angeles County ","CA",2020-02-29,121
"Los Angeles County ","CA",2020-03-01,130
"Los Angeles County ","CA",2020-03-02,158
"Los Angeles County ","CA",2020-03-03,177
"Los Angeles County ","CA",2020-03-04,192
"Los Angeles County ","CA",2020-03-05,211
"Los Angeles County ","CA",2020-03-06,246
"Los Angeles County ","CA",2020-03-07,293
"Los Angeles County ","CA",2020-03-08,336
"Los Angeles County ","CA",2020-03-09,386
"Los Angeles County ","CA",2020-03-10,478
"Los Angeles County ","CA",2020-03-11,579
"Los Angeles County ","CA",2020-03-12,715
"Los Angeles County ","CA",2020-03-13,883
"Los Angeles County ","CA",2020-03-14,1043
"Los Angeles County ","CA",2020-03-15,1196
"Los Angeles County ","CA",2020-03-16,1374
"Los Angeles County ","CA",2020-03-17,1612
"Los Angeles County ","CA",2020-03-18,1846
"Los Angeles County ","CA",2020-03-19,2047
"Los Angeles County ","CA",2020-03-20,2286
"Los Angeles County ","CA",2020-03-21,2573
"Los Angeles County ","CA",2020-03-22,2798
"Los Angeles County ","CA",2020-03-23,3070
"Los Angeles County ","CA",2020-03-24,3392
"Los Angeles County ","CA",2020-03-25,3696
"Los Angeles County ","CA",2020-03-26,4146
"Los Angeles County ","CA",2020-03-27,4543
"Los Angeles County ","CA",2020-03-28,4944
"Los Angeles County ","CA",2020-03-29,5357
"Los Angeles County ","CA",2020-03-30,5742
"Los Angeles County ","CA",2020-03-31,6386
"Los Angeles County ","CA",2020-04-01,7038
"Los Angeles County ","CA",2020-04-02,7703
"Los Angeles County ","CA",2020-04-03,8356
"Los Angeles County ","CA",2020-04-04,9187
"Los Angeles County ","CA",2020-04-05,9802
"Los Angeles County ","CA",2020-04-06,10417
"Los Angeles County ","CA",2020-04-07,10987
"Los Angeles County ","CA",2020-04-08,11720
"Los Angeles County ","CA",2020-04-09,12370
"Los Angeles County ","CA",2020-04-10,12970
"Los Angeles County ","CA",2020-04-11,13597
"Los Angeles County ","CA",2020-04-12,14110
"Los Angeles County ","CA",2020-04-13,14580
"Los Angeles County ","CA",2020-04-14,15290
"Los Angeles County ","CA",2020-04-15,16004
"Los Angeles County ","CA",2020-04-16,16898
"Los Angeles County ","CA",2020-04-17,17718
"Los Angeles County ","CA",2020-04-18,18603
"Los Angeles County ","CA",2020-04-19,19246
"Los Angeles County ","CA",2020-04-20,19770
"Los Angeles County ","CA",2020-04-21,20766
"Los Angeles County ","CA",2020-04-22,21680
"Los Angeles County ","CA",2020-04-23,22539
"Los Angeles County ","CA",2020-04-24,23568
"Los Angeles County ","CA",2020-04-25,24627
"Los Angeles County ","CA",2020-04-26,25559
"Los Angeles County ","CA",2020-04-27,26193
"Los Angeles County ","CA",2020-04-28,27340
"Los Angeles County ","CA",2020-04-29,28354
"Los Angeles County ","CA",2020-04-30,29415
"Los Angeles County ","CA",2020-05-01,30390
"Los Angeles County ","CA",2020-05-02,31397
"Los Angeles County ","CA",2020-05-03,32151
"Los Angeles County ","CA",2020-05-04,32681
"Los Angeles County ","CA",2020-05-05,33663
"Los Angeles County ","CA",2020-05-06,34963
"Los Angeles County ","CA",2020-05-07,36024
"Los Angeles County ","CA",2020-05-08,37033
"Los Angeles County ","CA",2020-05-09,38154
"Los Angeles County ","CA",2020-05-10,38884
"Los Angeles County ","CA",2020-05-11,39509
"Los Angeles County ","CA",2020-05-12,40761
"Los Angeles County ","CA",2020-05-13,41931
"Los Angeles County ","CA",2020-05-14,42927
"Los Angeles County ","CA",2020-05-15,44240
"Los Angeles County ","CA",2020-05-16,45420
"Los Angeles County ","CA",2020-05-17,46208
"Los Angeles County ","CA",2020-05-18,46785
"Los Angeles County ","CA",2020-05-19,48019
"Los Angeles County ","CA",2020-05-20,49054
"Los Angeles County ","CA",2020-05-21,50262
"Los Angeles County ","CA",2020-05-22,51259
"Los Angeles County ","CA",2020-05-23,52298
"Los Angeles County ","CA",2020-05-24,53089
"Los Angeles County ","CA",2020-05-25,53631
"Los Angeles County ","CA",2020-05-26,54637
"Los Angeles County ","CA",2020-05-27,56442
"Los Angeles County ","CA",2020-05-28,57898
"Los Angeles County ","CA",2020-05-29,59271
"Los Angeles County ","CA",2020-05-30,60838
"Los Angeles County ","CA",2020-05-31,61799
"Los Angeles County ","CA",2020-06-01,62336
"Los Angeles County ","CA",2020-06-02,63623
"Los Angeles County ","CA",2020-06-03,65089
"Los Angeles County ","CA",2020-06-04,66493
"Los Angeles County ","CA",2020-06-05,68106
"Los Angeles County ","CA",2020-06-06,69581
"Los Angeles County ","CA",2020-06-07,70740
"Los Angeles County ","CA",2020-06-08,71488
"Los Angeles County ","CA",2020-06-09,73197
"Los Angeles County ","CA",2020-06-10,74656
"Los Angeles County ","CA",2020-06-11,76315
"Los Angeles County ","CA",2020-06-12,77836
"Los Angeles County ","CA",2020-06-13,79504
"Los Angeles County ","CA",2020-06-14,80912
"Los Angeles County ","CA",2020-06-15,81952
"Los Angeles County ","CA",2020-06-16,84276
"Los Angeles County ","CA",2020-06-17,86451
"Los Angeles County ","CA",2020-06-18,88775
"Los Angeles County ","CA",2020-06-19,91083
"Los Angeles County ","CA",2020-06-20,93344
"Los Angeles County ","CA",2020-06-21,95323
"Los Angeles County ","CA",2020-06-22,96896
"Los Angeles County ","CA",2020-06-23,99771
"Los Angeles County ","CA",2020-06-24,102660
"Los Angeles County ","CA",2020-06-25,105593
"Los Angeles County ","CA",2020-06-26,108349
"Los Angeles County ","CA",2020-06-27,111113
"Los Angeles County ","CA",2020-06-28,113278
"Los Angeles County ","CA",2020-06-29,115018
"Los Angeles County ","CA",2020-06-30,118223
"Los Angeles County ","CA",2020-07-01,121271
"Los Angeles County ","CA",2020-07-02,124858
"Los Angeles County ","CA",2020-07-03,128060
"Los Angeles County ","CA",2020-07-04,130078
"Los Angeles County ","CA",2020-07-05,131595
"Los Angeles County ","CA",2020-07-06,133411
"Los Angeles County ","CA",2020-07-07,136632
"Los Angeles County ","CA",2020-07-08,140250
"Los Angeles County ","CA",2020-07-09,143818
"Los Angeles County ","CA",2020-07-10,147035
"Los Angeles County ","CA",2020-07-11,150303
"Los Angeles County ","CA",2020-07-12,152721
"Los Angeles County ","CA",2020-07-13,154438
"Los Angeles County ","CA",2020-07-14,157863
"Los Angeles County ","CA",2020-07-15,161101
"Los Angeles County ","CA",2020-07-16,164237
"Los Angeles County ","CA",2020-07-17,167703
"Los Angeles County ","CA",2020-07-18,170976
"Los Angeles County ","CA",2020-07-19,173346
"Los Angeles County ","CA",2020-07-20,174791
"Los Angeles County ","CA",2020-07-21,178230
"Los Angeles County ","CA",2020-07-22,181200
"Los Angeles County ","CA",2020-07-23,184207
"Los Angeles County ","CA",2020-07-24,186871
"Los Angeles County ","CA",2020-07-25,189417
"Los Angeles County ","CA",2020-07-26,191436
"Los Angeles County ","CA",2020-07-27,192564
"Los Angeles County ","CA",2020-07-28,195139
"Los Angeles County ","CA",2020-07-29,197590
"Los Angeles County ","CA",2020-07-30,199822
"Los Angeles County ","CA",2020-07-31,201852
"Los Angeles County ","CA",2020-08-01,203888
"Los Angeles County ","CA",2020-08-02,205495
"Los Angeles County ","CA",2020-08-03,206383
"Los Angeles County ","CA",2020-08-04,208483
"Los Angeles County ","CA",2020-08-05,210533
"Los Angeles County ","CA",2020-08-06,212496
"Los Angeles County ","CA",2020-08-07,214413
"Los Angeles County ","CA",2020-08-08,216490
"Los Angeles County ","CA",2020-08-09,217947
"Los Angeles County ","CA",2020-08-10,218835
"Los Angeles County ","CA",2020-08-11,220890
"Los Angeles County ","CA",2020-08-12,222468
"Los Angeles County ","CA",2020-08-13,223970
"Los Angeles County ","CA",2020-08-14,225428
"Los Angeles County ","CA",2020-08-15,226838
"Los Angeles County ","CA",2020-08-16,228002
"Los Angeles County ","CA",2020-08-17,228755
"Los Angeles County ","CA",2020-08-18,230322
"Los Angeles County ","CA",2020-08-19,231836
"Los Angeles County ","CA",2020-08-20,233117
"Los Angeles County ","CA",2020-08-21,234399
"Los Angeles County ","CA",2020-08-22,235636
"Los Angeles County ","CA",2020-08-23,236513
"Los Angeles County ","CA",2020-08-24,237169
"Los Angeles County ","CA",2020-08-25,238765
"Los Angeles County ","CA",2020-08-26,240130
"Los Angeles County ","CA",2020-08-27,241450
"Los Angeles County ","CA",2020-08-28,242485
"Los Angeles County ","CA",2020-08-29,243496
