date,count.0
2022-10-04,3271401.0
2022-10-05,3278705.0
2022-10-06,3278705.0
2022-10-07,3278705.0
2022-10-08,3278705.0
2022-10-09,3278705.0
2022-10-10,3278705.0
2022-10-11,3278705.0
2022-10-12,3278705.0
2022-10-13,3285127.0
2022-10-14,3285127.0
2022-10-15,3285127.0
2022-10-16,3289529.0
2022-10-17,3289544.0
2022-10-18,3289556.0
2022-10-19,3289556.0
2022-10-20,3289556.0
2022-10-21,3289556.0
2022-10-22,3289556.0
2022-10-23,3289556.0
2022-10-24,3298257.0
2022-10-25,3298293.0
2022-10-26,3298293.0
2022-10-27,3298293.0
2022-10-28,3298293.0
2022-10-29,3298293.0
2022-10-30,3298293.0
2022-10-31,3298293.0
2022-11-01,3298293.0
2022-11-02,3298293.0
2022-11-03,3298293.0
2022-11-04,3304172.0
2022-11-05,3304172.0
2022-11-06,3304172.0
2022-11-07,3304172.0
2022-11-08,3311391.0
2022-11-09,3311391.0
2022-11-10,3311391.0
2022-11-11,3311391.0
2022-11-12,3311391.0
2022-11-13,3311391.0
2022-11-14,3324636.0
2022-11-15,3326540.0
2022-11-16,3320151.0
2022-11-17,3320151.0
2022-11-18,3320151.0
2022-11-19,3320151.0
2022-11-20,3320151.0
2022-11-21,3320151.0
2022-11-22,3339211.0
2022-11-23,3332068.0
2022-11-24,3332068.0
2022-11-25,3332068.0
2022-11-26,3332068.0
2022-11-27,3332068.0
2022-11-28,3346626.0
2022-11-29,3346699.0
2022-11-30,3346699.0
2022-12-01,3346699.0
2022-12-02,3346699.0
2022-12-03,3346699.0
2022-12-04,3346699.0
2022-12-05,3370534.0
2022-12-06,3370646.0
2022-12-07,3370646.0
2022-12-08,3370646.0
2022-12-09,3370646.0
2022-12-10,3370646.0
2022-12-11,3370646.0
2022-12-12,3370646.0
2022-12-13,3370646.0
2022-12-14,3390076.0
2022-12-15,3390076.0
2022-12-16,3390076.0
2022-12-17,3390076.0
2022-12-18,3390076.0
2022-12-19,3409130.0
2022-12-20,3411742.0
2022-12-21,3414187.0
2022-12-22,3416156.0
2022-12-23,3417660.0
2022-12-24,3419029.0
2022-12-25,3419672.0
2022-12-26,3420005.0
2022-12-27,3420119.0
2022-12-28,3420119.0
2022-12-29,3420119.0
2022-12-30,3420119.0
2022-12-31,3420119.0
2023-01-01,3420119.0
2023-01-02,3420119.0
2023-01-03,3433929.0
2023-01-04,3433929.0
2023-01-05,3433929.0
2023-01-06,3433929.0
2023-01-07,3433929.0
2023-01-08,3433929.0
2023-01-09,3445989.0
2023-01-10,3447247.0
2023-01-11,3448295.0
2023-01-12,3449312.0
2023-01-13,3450050.0
2023-01-14,3450670.0
2023-01-15,3451023.0
2023-01-16,3453860.0
2023-01-17,3454617.0
2023-01-18,3455680.0
2023-01-19,3456515.0
2023-01-20,3457274.0
2023-01-21,3457987.0
2023-01-22,3458442.0
2023-01-23,3458919.0
2023-01-24,3459798.0
2023-01-25,3460648.0
2023-01-26,3461390.0
2023-01-27,3461956.0
2023-01-28,3462527.0
2023-01-29,3462862.0
2023-01-30,3463033.0
2023-01-31,3463094.0
2023-02-01,3463094.0
2023-02-02,3463094.0
2023-02-03,3463094.0
2023-02-04,3463094.0
2023-02-05,3463094.0
2023-02-06,3471666.0
2023-02-07,3472787.0
2023-02-08,3473733.0
